"cardcode","Store","RFM (MAY15-JUN15)","Rescaled Score","Visited Stores","Recency Score","Frequency Score","Monetary Score","Recency Value","Frequency Value","Monetary Value","Private Label % Sales","RFM (MAR16-APR16)","Rescaled Score","Visited Stores","Recency Score","Frequency Score","Monetary Score","Recency Value","Frequency Value","Monetary Value","Private Label % Sales","RFM (MAY16-JUN16)","Rescaled Score","Visited Stores","Recency Score","Frequency Score","Monetary Score","Recency Value","Frequency Value","Monetary Value","Private Label % Sales","Score Difference with Y_Ago","RFM Lights with Y_Ago (MAY15-JUN15)","Score Difference with Previous","RFM Lights with Previous (MAR16-APR16)"
'80011756,National,,,,,,,,,,,445,0.875,Pandora Ayios Antonios - Pandora Athalassas,4,4,5,3,9,98.75,0.00%,534,0.75,Pandora Athalassas,5,3,4,1,5,79.18,0.00%,,White,(  14.29%),Yellow
'80011757,National,211,0.063,Pandora Prodromou,2,1,1,13,1,8.32,0.00%,133,0.375,Pandora Prodromou,1,3,3,25,7,25.89,0.00%,234,0.563,Pandora Prodromou,2,3,4,25,5,43.76,8.71%,793.65%,Blue,50.13%,Blue
'80011758,National,,,,,,,,,,,,,,,,,,,,,111,0,Pandora Athalassas,1,1,1,31,1,9.88,0.00%,,White,,White
'80011759,National,322,0.313,Pandora Ayios Antonios - Pandora Athalassas,3,2,2,7,3,16.19,0.00%,211,0.063,Pandora Ayios Antonios,2,1,1,17,1,3.43,0.00%,,,,,,,,,,,,Black,,Black
'80011760,National,433,0.563,Pandora Ayios Antonios,4,3,3,2,6,28.27,0.00%,433,0.563,Pandora Ayios Antonios - Pandora Athalassas,4,3,3,3,7,36.65,0.00%,243,0.5,Pandora Ayios Antonios - Pandora Athalassas,2,4,3,25,7,30.55,0.00%,(  11.19%),Yellow,(  11.19%),Yellow
'80011761,National,223,0.375,Pandora Ayios Antonios - Pandora Athalassas,2,2,3,14,3,38.22,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011762,National,112,0.125,Pandora Tseriou,1,1,2,38,2,13.33,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011763,National,,,,,,,,,,,111,0,Pandora Athalassas,1,1,1,34,1,1.52,0.00%,222,0.25,Pandora Athalassas,2,2,2,22,3,15.71,0.00%,,White,100.00%,Blue
'80011764,National,311,0.125,Pandora Athalassas,3,1,1,6,1,5.67,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011765,National,123,0.313,Pandora Athalassas,1,2,3,43,3,24.25,0.00%,233,0.438,Pandora Ayios Antonios - Pandora Athalassas,2,3,3,16,6,28.66,0.00%,111,0,Pandora Athalassas,1,1,1,35,1,3.71,0.00%,( 100.00%),Red,( 100.00%),Red
'80011766,National,454,0.813,Pandora Ayios Antonios - Pandora Athalassas,4,5,4,5,14,53.68,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011767,National,543,0.688,Pandora Ayios Antonios - Pandora Tseriou - Pandora Prodromou,5,4,3,1,12,26.41,0.00%,453,0.688,Pandora Ayios Antonios - Pandora Tseriou - Pandora Athalassas,4,5,3,3,16,31.12,0.00%,342,0.438,Pandora Ayios Antonios - Pandora Tseriou - Pandora Athalassas,3,4,2,10,7,17.51,0.00%,(  36.34%),Red,(  36.34%),Red
'80011768,National,445,0.875,Pandora Athalassas,4,4,5,2,8,124.81,0.00%,224,0.5,Pandora Athalassas,2,2,4,13,3,56.11,0.00%,234,0.563,Pandora Athalassas,2,3,4,22,4,68.58,0.00%,(  35.66%),Red,12.60%,Green
'80011769,National,512,0.375,Pandora Athalassas,5,1,2,0,2,14.49,0.00%,132,0.25,Pandora Athalassas,1,3,2,24,4,23.69,0.00%,343,0.563,Pandora Tseriou - Pandora Athalassas,3,4,3,9,9,41.89,0.00%,50.13%,Blue,125.20%,Blue
'80011770,National,555,1,Pandora Acropoleos - Pandora Athalassas,5,5,5,0,31,123.92,0.00%,111,0,Pandora Acropoleos,1,1,1,45,1,2.56,0.00%,,,,,,,,,,,,Black,,Black
'80011773,National,444,0.75,Pandora Ayios Antonios - Pandora Athalassas,4,4,4,3,9,70.04,0.00%,244,0.625,Pandora Ayios Antonios - Pandora Prodromou,2,4,4,14,11,76.45,0.00%,343,0.563,Pandora Ayios Antonios - Pandora Kaimakli,3,4,3,6,8,36.64,0.00%,(  24.93%),Yellow,(   9.92%),Yellow
'80011774,National,,,,,,,,,,,214,0.438,Pandora Tseriou - Pandora Acropoleos,2,1,4,20,2,48.91,0.00%,125,0.563,Pandora Tseriou,1,2,5,33,3,86.63,0.00%,,White,28.54%,Green
'80011775,National,,,,,,,,,,,345,0.813,Pandora Tseriou - Pandora Prodromou,3,4,5,5,11,172.58,0.00%,354,0.75,Pandora Tseriou - Pandora Prodromou,3,5,4,8,15,59.34,0.00%,,White,(   7.75%),Yellow
'80011776,National,312,0.25,Pandora Agios Dometios,3,1,2,8,1,14.23,0.00%,244,0.625,Pandora Ayios Antonios - Pandora Athalassas - Pandora Prodromou,2,4,4,11,9,56.74,0.00%,334,0.625,Pandora Athalassas - Pandora Prodromou,3,3,4,7,5,44.68,0.00%,150.00%,Blue,0.00%,Green
'80011777,National,355,0.875,Pandora Athalassas - Pandora Prodromou,3,5,5,6,27,119.49,0.00%,242,0.375,Pandora Athalassas,2,4,2,23,9,13.54,0.00%,421,0.25,Pandora Athalassas,4,2,1,4,3,8.11,0.00%,(  71.43%),Red,(  33.33%),Red
'80011778,National,444,0.75,Pandora Athalassas,4,4,4,3,10,62.54,0.00%,554,0.875,Pandora Athalassas,5,5,4,0,18,69.32,2.19%,443,0.625,Pandora Athalassas,4,4,3,4,9,34.73,10.97%,(  16.67%),Yellow,(  28.57%),Yellow
'80011779,National,312,0.25,Pandora Athalassas,3,1,2,10,1,21.53,0.00%,112,0.125,Pandora Athalassas,1,1,2,59,1,22.03,0.00%,,,,,,,,,,,,Black,,Black
'80011780,National,433,0.563,Pandora Acropoleos - Pandora Athalassas,4,3,3,5,4,39.99,0.00%,555,1,Pandora Tseriou - Pandora Athalassas,5,5,5,1,20,224.63,0.51%,355,0.875,Pandora Tseriou - Pandora Athalassas,3,5,5,6,15,133.4,0.00%,55.42%,Blue,(  12.50%),Yellow
'80011781,National,355,0.875,Pandora Agios Dometios - Pandora Acropoleos - Pandora Athalassas,3,5,5,8,26,134.67,0.00%,555,1,Pandora Ayios Antonios - Pandora Acropoleos - Pandora Athalassas,5,5,5,0,37,210.71,0.00%,555,1,Pandora Agios Dometios - Pandora Acropoleos - Pandora Athalassas,5,5,5,0,32,157.31,0.00%,14.29%,Green,0.00%,Green
'80011782,National,112,0.125,Pandora Athalassas,1,1,2,52,1,14.42,0.00%,334,0.625,Pandora Athalassas,3,3,4,8,5,50.06,0.00%,523,0.563,Pandora Athalassas,5,2,3,1,3,32.73,0.00%,350.40%,Blue,(   9.92%),Yellow
'80011783,National,222,0.25,Pandora Athalassas,2,2,2,15,3,15.93,0.00%,335,0.75,Pandora Tseriou - Pandora Athalassas,3,3,5,9,7,103.68,0.00%,345,0.813,Pandora Tseriou - Pandora Athalassas,3,4,5,8,11,154.95,0.00%,225.20%,Blue,8.40%,Green
'80011784,National,345,0.813,Pandora Athalassas,3,4,5,8,7,84.96,1.52%,,,,,,,,,,,111,0,Pandora Athalassas,1,1,1,42,1,2.66,0.00%,( 100.00%),Red,,White
'80011785,National,444,0.75,Pandora Athalassas - Pandora Prodromou,4,4,4,5,8,73.19,0.00%,412,0.313,Pandora Athalassas,4,1,2,3,1,22.06,0.00%,,,,,,,,,,,,Black,,Black
'80011786,National,344,0.688,Pandora Tseriou - Pandora Athalassas,3,4,4,11,7,70.33,0.00%,545,0.938,Pandora Tseriou - Pandora Athalassas - Pandora Prodromou,5,4,5,1,8,106.76,3.57%,234,0.563,Pandora Ayios Antonios - Pandora Tseriou - Pandora Athalassas,2,3,4,21,4,55.02,0.00%,(  18.17%),Yellow,(  39.98%),Red
'80011787,National,244,0.625,Pandora Acropoleos - Pandora Athalassas,2,4,4,14,9,44.03,5.41%,443,0.625,Pandora Athalassas,4,4,3,3,8,44.25,0.00%,544,0.813,Pandora Tseriou - Pandora Athalassas,5,4,4,1,9,48.06,4.95%,30.08%,Green,30.08%,Green
'80011789,National,313,0.375,Pandora Athalassas,3,1,3,11,2,23.78,0.00%,533,0.625,Pandora Athalassas,5,3,3,1,5,44.97,0.00%,543,0.688,Pandora Athalassas,5,4,3,0,7,23.22,0.00%,83.47%,Blue,10.08%,Green
'80011790,National,333,0.5,Pandora Prodromou,3,3,3,6,4,37.78,0.00%,233,0.438,Pandora Athalassas - Pandora Prodromou,2,3,3,15,5,26.34,0.00%,411,0.188,Pandora Tseriou,4,1,1,4,1,4.55,0.00%,(  62.40%),Red,(  57.08%),Red
'80011791,National,323,0.438,Pandora Athalassas,3,2,3,7,3,24.31,0.00%,334,0.625,Pandora Kaimakli - Pandora Athalassas,3,3,4,10,5,79.31,0.00%,545,0.938,Pandora Athalassas,5,4,5,0,8,81.28,0.00%,114.16%,Blue,50.08%,Blue
'80011793,National,422,0.375,Pandora Athalassas,4,2,2,4,3,17.81,0.00%,111,0,Pandora Athalassas,1,1,1,46,1,6.9,0.00%,233,0.438,Pandora Athalassas,2,3,3,16,5,30.84,0.00%,16.80%,Green,100.00%,Blue
'80011796,National,113,0.25,Pandora Tseriou,1,1,3,32,2,32.1,0.00%,112,0.125,Pandora Agios Dometios,1,1,2,52,1,12.76,0.00%,,,,,,,,,,,,Black,,Black
'80011797,National,445,0.875,Pandora Athalassas - Pandora Prodromou,4,4,5,3,12,157.02,0.00%,345,0.813,Pandora Athalassas - Pandora Prodromou,3,4,5,8,12,199.62,5.74%,245,0.75,Pandora Athalassas - Pandora Prodromou,2,4,5,22,12,111.98,1.71%,(  14.29%),Yellow,(   7.75%),Yellow
'80011798,National,212,0.188,Pandora Athalassas,2,1,2,21,1,12.4,0.00%,445,0.875,Pandora Ayios Antonios - Pandora Tseriou - Pandora Athalassas,4,4,5,3,13,190.45,0.00%,345,0.813,Pandora Ayios Antonios - Pandora Tseriou - Pandora Athalassas,3,4,5,6,12,166.7,0.00%,332.45%,Blue,(   7.09%),Yellow
'80011799,National,344,0.688,Pandora Athalassas,3,4,4,8,7,45.83,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011800,National,213,0.313,Pandora Prodromou,2,1,3,17,2,33.65,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011801,National,411,0.188,Pandora Athalassas,4,1,1,5,1,5.62,0.00%,231,0.188,Pandora Athalassas,2,3,1,15,4,7.25,0.00%,521,0.313,Pandora Athalassas,5,2,1,0,2,7.28,0.00%,66.49%,Blue,66.49%,Blue
'80011803,National,532,0.5,Pandora Prodromou,5,3,2,1,5,20.18,0.00%,433,0.563,Pandora Acropoleos - Pandora Athalassas - Pandora Prodromou,4,3,3,4,5,27.11,0.00%,232,0.313,Pandora Prodromou,2,3,2,29,5,21.53,0.00%,(  37.40%),Red,(  44.40%),Red
'80011804,National,411,0.188,Pandora Ayios Antonios,4,1,1,5,1,3.04,0.00%,,,,,,,,,,,313,0.375,Pandora Tseriou,3,1,3,6,1,24.53,0.00%,99.47%,Blue,,White
'80011805,National,224,0.5,Pandora Athalassas,2,2,4,23,3,49,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011807,National,323,0.438,Pandora Ayios Antonios - Pandora Athalassas,3,2,3,12,3,28.25,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011810,National,433,0.563,Pandora Athalassas,4,3,3,2,5,41.39,0.00%,211,0.063,Pandora Athalassas,2,1,1,13,1,6.19,0.00%,211,0.063,Pandora Athalassas,2,1,1,22,1,2.86,0.00%,(  88.81%),Red,0.00%,Green
'80011811,National,311,0.125,Pandora Athalassas,3,1,1,11,1,9.96,0.00%,534,0.75,Pandora Ayios Antonios - Pandora Athalassas,5,3,4,0,5,54.84,13.20%,111,0,Pandora Athalassas,1,1,1,60,1,8.61,0.00%,( 100.00%),Red,( 100.00%),Red
'80011812,National,,,,,,,,,,,112,0.125,Pandora Athalassas,1,1,2,41,1,12.58,0.00%,212,0.188,Pandora Athalassas,2,1,2,25,1,19.16,0.00%,,White,50.40%,Blue
'80011813,National,211,0.063,Pandora Athalassas,2,1,1,23,1,7.53,0.00%,,,,,,,,,,,222,0.25,Pandora Ayios Antonios - Pandora Athalassas,2,2,2,18,3,18.96,0.00%,296.83%,Blue,,White
'80011816,National,445,0.875,Pandora Ayios Antonios - Pandora Athalassas,4,4,5,3,11,184.45,12.28%,234,0.563,Pandora Ayios Antonios - Pandora Acropoleos - Pandora Athalassas,2,3,4,11,7,60.13,0.00%,535,0.875,Pandora Ayios Antonios - Pandora Athalassas,5,3,5,0,6,91.67,2.81%,0.00%,Green,55.42%,Blue
'80011817,National,453,0.688,Pandora Acropoleos - Pandora Athalassas,4,5,3,3,14,30.12,0.00%,554,0.875,Pandora Athalassas,5,5,4,0,15,49.93,0.00%,554,0.875,Pandora Athalassas,5,5,4,1,21,47.71,0.00%,27.18%,Green,0.00%,Green
'80011819,National,445,0.875,Pandora Acropoleos - Pandora Athalassas,4,4,5,5,8,144.94,0.00%,234,0.563,Pandora Athalassas,2,3,4,12,4,47.81,7.76%,555,1,Pandora Athalassas,5,5,5,1,15,195.68,0.00%,14.29%,Green,77.62%,Blue
'80011820,National,111,0,Pandora Athalassas,1,1,1,42,1,2.38,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011822,National,433,0.563,Pandora Athalassas - Pandora Prodromou,4,3,3,2,6,30.63,0.00%,354,0.75,Pandora Athalassas - Pandora Prodromou,3,5,4,8,14,60.21,0.00%,344,0.688,Pandora Athalassas - Pandora Prodromou,3,4,4,9,11,52.13,0.00%,22.20%,Green,(   8.27%),Yellow
'80011823,National,233,0.438,Pandora Athalassas,2,3,3,20,5,30.66,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011824,National,444,0.75,Pandora Athalassas,4,4,4,5,7,57.3,0.00%,114,0.375,Pandora Athalassas,1,1,4,50,2,51.42,0.00%,513,0.5,Pandora Athalassas,5,1,3,1,1,23.54,0.00%,(  33.33%),Red,33.33%,Green
'80011825,National,423,0.5,Pandora Tseriou - Pandora Kaimakli,4,2,3,3,3,30.32,0.00%,345,0.813,Pandora Agios Dometios - Pandora Tseriou - Pandora Athalassas,3,4,5,5,12,89.22,0.00%,355,0.875,Pandora Agios Dometios - Pandora Tseriou - Pandora Athalassas,3,5,5,11,13,102.47,0.00%,75.00%,Blue,7.63%,Green
'80011826,National,544,0.813,Pandora Tseriou - Pandora Athalassas,5,4,4,0,13,72.33,0.00%,111,0,Pandora Tseriou,1,1,1,35,1,4.19,0.00%,211,0.063,Pandora Tseriou,2,1,1,18,1,4.57,0.00%,(  92.25%),Red,100.00%,Blue
'80011827,National,112,0.125,Pandora Athalassas,1,1,2,40,1,14.47,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011828,National,112,0.125,Pandora Prodromou,1,1,2,55,1,15.67,0.00%,412,0.313,Pandora Athalassas,4,1,2,4,1,23.25,0.00%,324,0.563,Pandora Athalassas - Pandora Prodromou,3,2,4,7,3,71.27,11.37%,350.40%,Blue,79.87%,Blue
'80011830,National,123,0.313,Pandora Athalassas,1,2,3,31,3,25.33,0.00%,332,0.375,Pandora Athalassas,3,3,2,9,4,12.56,0.00%,343,0.563,Pandora Athalassas,3,4,3,9,7,31.2,0.00%,79.87%,Blue,50.13%,Blue
'80011831,National,211,0.063,Pandora Acropoleos,2,1,1,25,1,4.08,0.00%,222,0.25,Pandora Acropoleos,2,2,2,22,3,14.21,0.00%,321,0.188,Pandora Acropoleos - Pandora Prodromou,3,2,1,13,2,8.47,0.00%,198.41%,Blue,(  24.80%),Yellow
'80011833,National,211,0.063,Pandora Athalassas,2,1,1,27,1,4.32,0.00%,544,0.813,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou - Pandora Athalassas,5,4,4,0,12,86.26,4.42%,345,0.813,Pandora Tseriou - Pandora Athalassas,3,4,5,6,12,94.94,0.00%,1190.48%,Blue,0.00%,Green
'80011835,National,411,0.188,Pandora Athalassas,4,1,1,2,1,5.09,0.00%,,,,,,,,,,,211,0.063,Pandora Athalassas,2,1,1,16,1,2.38,0.00%,(  66.49%),Red,,White
'80011836,National,311,0.125,Pandora Tseriou,3,1,1,8,1,2.62,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011837,National,211,0.063,Pandora Tseriou - Pandora Athalassas,2,1,1,24,2,9.47,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011840,National,455,0.938,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou - Pandora Athalassas,4,5,5,4,16,88.7,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011841,National,211,0.063,Pandora Athalassas,2,1,1,24,1,2.86,0.00%,111,0,Pandora Tseriou,1,1,1,35,1,3.99,0.00%,,,,,,,,,,,,Black,,Black
'80011842,National,111,0,Pandora Athalassas,1,1,1,43,1,8.1,0.00%,,,,,,,,,,,111,0,Pandora Athalassas,1,1,1,44,1,3.81,0.00%,0.00%,Green,,White
'80011843,National,455,0.938,Pandora Athalassas,4,5,5,4,17,145.4,0.00%,543,0.688,Pandora Athalassas,5,4,3,1,8,41.77,0.00%,332,0.375,Pandora Athalassas,3,3,2,7,6,12.85,0.00%,(  60.02%),Red,(  45.49%),Red
'80011844,National,,,,,,,,,,,113,0.25,Pandora Athalassas,1,1,3,29,1,25.52,0.00%,,,,,,,,,,,,,,Black
'80011845,National,554,0.875,Pandora Acropoleos - Pandora Athalassas,5,5,4,1,21,71.08,0.00%,,,,,,,,,,,522,0.438,Pandora Athalassas,5,2,2,0,2,10.5,0.00%,(  49.94%),Red,,White
'80011846,National,455,0.938,Pandora Tseriou - Pandora Athalassas,4,5,5,3,14,122.79,0.00%,555,1,Pandora Tseriou - Pandora Athalassas,5,5,5,0,17,206.75,0.00%,555,1,Pandora Tseriou - Pandora Athalassas,5,5,5,0,20,206.61,0.00%,6.61%,Green,0.00%,Green
'80011847,National,544,0.813,Pandora Ayios Antonios - Pandora Athalassas,5,4,4,1,8,54.93,2.35%,233,0.438,Pandora Ayios Antonios - Pandora Acropoleos,2,3,3,19,4,29.98,24.68%,,,,,,,,,,,,Black,,Black
'80011848,National,311,0.125,Pandora Tseriou,3,1,1,7,2,10.18,0.00%,332,0.375,Pandora Tseriou,3,3,2,9,4,23.24,9.64%,322,0.313,Pandora Ayios Antonios - Pandora Tseriou,3,2,2,6,3,21.75,0.00%,150.40%,Blue,(  16.53%),Yellow
'80011849,National,,,,,,,,,,,344,0.688,Pandora Tseriou - Pandora Athalassas,3,4,4,6,8,69.45,0.00%,234,0.563,Pandora Athalassas,2,3,4,18,4,42.32,0.00%,,White,(  18.17%),Yellow
'80011850,National,111,0,Pandora Athalassas,1,1,1,56,1,8.57,0.00%,,,,,,,,,,,412,0.313,Pandora Athalassas,4,1,2,2,1,16.29,0.00%,100.00%,Blue,,White
'80011851,National,111,0,Pandora Athalassas,1,1,1,41,1,5.38,0.00%,,,,,,,,,,,111,0,Pandora Athalassas,1,1,1,46,1,4.43,0.00%,0.00%,Green,,White
'80011852,National,222,0.25,Pandora Athalassas,2,2,2,20,3,22.3,0.00%,312,0.25,Pandora Tseriou,3,1,2,5,2,17.36,0.00%,,,,,,,,,,,,Black,,Black
'80011853,National,111,0,Pandora Athalassas,1,1,1,34,2,5.62,0.00%,344,0.688,Pandora Athalassas,3,4,4,5,9,57.19,0.00%,322,0.313,Pandora Athalassas,3,2,2,11,3,21.89,0.00%,100.00%,Blue,(  54.51%),Red
'80011854,National,134,0.5,Pandora Athalassas,1,3,4,35,5,56.76,0.00%,234,0.563,Pandora Athalassas - Pandora Prodromou,2,3,4,16,5,66.09,2.01%,235,0.688,Pandora Athalassas,2,3,5,16,5,81.44,0.00%,37.60%,Green,22.20%,Green
'80011855,National,433,0.563,Pandora Ayios Antonios - Pandora Kaimakli,4,3,3,5,5,34.03,0.00%,344,0.688,Pandora Ayios Antonios - Pandora Kaimakli,3,4,4,6,8,55.47,0.00%,545,0.938,Pandora Ayios Antonios - Pandora Kaimakli - Pandora Athalassas,5,4,5,0,11,89.36,1.44%,66.61%,Blue,36.34%,Green
'80011856,National,112,0.125,Pandora Tseriou - Pandora Athalassas,1,1,2,36,2,18.58,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011857,National,111,0,Pandora Athalassas,1,1,1,37,1,10.84,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011858,National,544,0.813,Pandora Agios Dometios - Pandora Tseriou - Pandora Athalassas - Pandora Prodromou,5,4,4,0,11,51.45,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011860,National,,,,,,,,,,,212,0.188,Pandora Athalassas,2,1,2,22,2,22,0.00%,,,,,,,,,,,,,,Black
'80011861,National,,,,,,,,,,,113,0.25,Pandora Ayios Antonios - Pandora Acropoleos,1,1,3,42,2,33.4,0.00%,223,0.375,Pandora Ayios Antonios - Pandora Athalassas,2,2,3,27,2,28.76,0.00%,,White,50.00%,Green
'80011862,National,323,0.438,Pandora Athalassas,3,2,3,8,3,41.49,0.00%,334,0.625,Pandora Athalassas,3,3,4,6,5,54.92,0.00%,234,0.563,Pandora Athalassas,2,3,4,22,6,44.4,0.00%,28.54%,Green,(   9.92%),Yellow
'80011863,National,312,0.25,Pandora Athalassas,3,1,2,6,1,17.22,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011865,National,111,0,Pandora Athalassas,1,1,1,50,1,5.71,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011866,National,444,0.75,Pandora Athalassas,4,4,4,5,11,50.13,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011867,National,124,0.438,Pandora Athalassas,1,2,4,37,3,56.31,0.00%,424,0.625,Pandora Athalassas,4,2,4,3,3,51.82,0.00%,535,0.875,Pandora Athalassas,5,3,5,0,6,115.74,0.00%,99.77%,Blue,40.00%,Green
'80011868,National,333,0.5,Pandora Tseriou - Pandora Acropoleos - Pandora Athalassas,3,3,3,6,5,37.29,0.00%,332,0.375,Pandora Tseriou - Pandora Athalassas,3,3,2,10,4,20.39,0.00%,534,0.75,Pandora Tseriou - Pandora Athalassas,5,3,4,0,4,49.48,0.00%,50.00%,Green,100.00%,Blue
'80011869,National,111,0,Pandora Tseriou,1,1,1,36,1,7.73,0.00%,545,0.938,Pandora Agios Dometios - Pandora Tseriou - Pandora Athalassas,5,4,5,1,9,117.42,0.00%,534,0.75,Pandora Tseriou - Pandora Athalassas,5,3,4,0,4,73.23,0.00%,100.00%,Blue,(  20.04%),Yellow
'80011870,National,,,,,,,,,,,514,0.625,Pandora Athalassas,5,1,4,1,2,50.74,0.00%,,,,,,,,,,,,,,Black
'80011871,National,254,0.688,Pandora Ayios Antonios - Pandora Athalassas,2,5,4,13,19,76.29,0.00%,454,0.813,Pandora Athalassas,4,5,4,3,26,78.38,0.00%,554,0.875,Pandora Athalassas,5,5,4,1,24,64.63,0.00%,27.18%,Green,7.63%,Green
'80011872,National,511,0.25,Pandora Athalassas,5,1,1,0,1,7.14,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011873,National,111,0,Pandora Ayios Antonios,1,1,1,49,1,9.5,0.00%,411,0.188,Pandora Athalassas,4,1,1,4,1,5.72,0.00%,211,0.063,Pandora Athalassas,2,1,1,21,1,3.71,0.00%,100.00%,Blue,(  66.49%),Red
'80011874,National,233,0.438,Pandora Tseriou - Pandora Athalassas,2,3,3,25,6,36.33,0.00%,445,0.875,Pandora Tseriou - Pandora Acropoleos - Pandora Athalassas,4,4,5,3,8,173.43,0.66%,235,0.688,Pandora Tseriou,2,3,5,23,4,89.19,0.00%,57.08%,Blue,(  21.37%),Yellow
'80011875,National,,,,,,,,,,,311,0.125,Pandora Athalassas,3,1,1,10,1,6.82,0.00%,112,0.125,Pandora Ayios Antonios,1,1,2,47,1,12.56,0.00%,,White,0.00%,Green
'80011876,National,212,0.188,Pandora Tseriou,2,1,2,18,2,14.04,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80011878,National,423,0.5,Pandora Tseriou - Pandora Athalassas,4,2,3,4,3,24.1,0.00%,323,0.438,Pandora Tseriou,3,2,3,8,3,42.6,0.00%,245,0.75,Pandora Tseriou,2,4,5,20,8,87.99,4.33%,50.00%,Green,71.23%,Blue
'80011879,National,244,0.625,Pandora Athalassas,2,4,4,24,13,79.9,0.00%,533,0.625,Pandora Athalassas,5,3,3,1,7,27.9,0.00%,544,0.813,Pandora Athalassas - Pandora Prodromou,5,4,4,0,10,49.2,0.00%,30.08%,Green,30.08%,Green
'80011882,National,532,0.5,Pandora Acropoleos - Pandora Athalassas,5,3,2,0,5,21.48,0.00%,455,0.938,Pandora Athalassas,4,5,5,2,24,168.94,0.00%,444,0.75,Pandora Athalassas,4,4,4,3,10,77.52,1.66%,50.00%,Green,(  20.04%),Yellow
'80011885,National,344,0.688,Pandora Athalassas,3,4,4,6,7,53.4,0.00%,334,0.625,Pandora Athalassas,3,3,4,5,7,57.48,0.00%,544,0.813,Pandora Athalassas,5,4,4,1,11,80.03,0.00%,18.17%,Green,30.08%,Green
'80011887,National,311,0.125,Pandora Athalassas,3,1,1,9,2,6.47,0.00%,344,0.688,Pandora Athalassas,3,4,4,5,11,71.55,0.00%,555,1,Pandora Athalassas,5,5,5,1,17,204.93,0.00%,700.00%,Blue,45.35%,Green
'80011888,National,212,0.188,Pandora Athalassas,2,1,2,23,2,22.94,0.00%,534,0.75,Pandora Athalassas - Pandora Prodromou,5,3,4,1,6,71.18,0.00%,123,0.313,Pandora Athalassas,1,2,3,41,2,31.69,0.00%,66.49%,Blue,(  58.27%),Red
'80011889,National,211,0.063,Pandora Athalassas,2,1,1,19,2,4.9,0.00%,211,0.063,Pandora Athalassas,2,1,1,12,1,9.05,0.00%,111,0,Pandora Athalassas,1,1,1,35,1,4.29,44.52%,( 100.00%),Red,( 100.00%),Red
'80011890,National,,,,,,,,,,,233,0.438,Pandora Tseriou,2,3,3,21,6,46.16,0.00%,223,0.375,Pandora Tseriou - Pandora Athalassas,2,2,3,29,2,37.9,0.00%,,White,(  14.38%),Yellow
'80011891,National,211,0.063,Pandora Athalassas,2,1,1,24,1,7.58,0.00%,311,0.125,Pandora Prodromou,3,1,1,9,1,6.91,0.00%,,,,,,,,,,,,Black,,Black
'80011893,National,344,0.688,Pandora Ayios Antonios - Pandora Tseriou - Pandora Acropoleos - Pandora Athalassas - Pandora Prodromou,3,4,4,9,7,61.8,0.00%,344,0.688,Pandora Ayios Antonios - Pandora Acropoleos - Pandora Athalassas - Pandora Prodromou,3,4,4,10,9,71.46,0.00%,445,0.875,Pandora Ayios Antonios - Pandora Acropoleos - Pandora Athalassas - Pandora Prodromou,4,4,5,3,12,94.43,0.00%,27.18%,Green,27.18%,Green
'80011895,National,233,0.438,Pandora Athalassas,2,3,3,19,4,37.08,0.00%,443,0.625,Pandora Athalassas,4,4,3,2,10,39.23,0.00%,443,0.625,Pandora Athalassas,4,4,3,4,11,39.22,0.00%,42.69%,Green,0.00%,Green
'80011896,National,333,0.5,Pandora Tseriou - Pandora Athalassas,3,3,3,9,5,37.51,0.00%,111,0,Pandora Athalassas,1,1,1,30,1,5.2,0.00%,,,,,,,,,,,,Black,,Black
'80011897,National,111,0,Pandora Athalassas,1,1,1,52,1,8.58,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
